processes,runs,mean_runtime_sec,stdev_runtime_sec,mean_best_value,speedup,efficiency_pct
1,5,11.558531359999325,0.04571103319245436,0.8734358980134914,1.0,100.0
2,5,6.52366450000045,0.08107691283261445,0.6501834741073196,1.7717850695722515,88.58925347861258
4,5,4.366559479998978,0.10476504609627425,1.586925204734797,2.647056890658004,66.1764222664501
8,5,3.453573019999021,0.18970848307861718,1.3928151774643538,3.346832770891464,41.835409636143304
